open,prediction
3.11,3.5845156
3.08,3.3872576
3.13,3.528347
3.07,3.498311
3.17,3.542623
3.17,3.551804
3.23,3.4985514
3.25,3.4907203
3.25,3.455099
3.28,3.3608012
3.28,3.3458138
3.25,3.307281
3.17,3.2695947
3.19,3.3263803
3.05,3.1866837
3.1,3.2710514
3.06,3.189793
3.06,3.1862144
2.94,3.1642199
2.9,3.2020636
2.9,3.1425786
2.87,3.0253
2.79,3.070734
2.79,3.0455475
2.85,3.1074038
2.64,2.8715801
2.64,3.0440698
2.65,3.0456195
2.6,3.0608115
2.59,3.0019197
2.59,3.0913415
2.65,3.008307
2.68,3.094489
2.67,3.030293
2.68,3.0692153
2.74,3.1817288
2.78,3.1894126
2.72,3.1414218
2.8,3.0836267
2.8,3.1568184
2.78,3.14889
2.85,3.0864687
2.84,3.1057596
2.85,3.1509619
2.88,3.0816674
2.82,3.1052356
2.77,3.1320186
2.76,3.106711
2.81,3.1070714
2.82,3.0515423
2.82,3.0680356
2.8,3.0406775
2.88,3.0275512
2.93,3.0778732
2.66,3.0771656
2.63,3.054093
2.69,3.111236
2.71,3.0524244
2.73,3.0810037
2.74,3.0919414
2.76,3.0679822
2.77,3.170599
2.81,3.1525059
2.81,3.1261587
2.8,3.2262945
2.9,3.1961884
2.9,3.224802
2.92,3.2565541
2.92,3.2148514
2.98,3.1891336
3.0,3.2202268
3.04,3.2402549
3.08,3.2742548
3.07,3.3339005
2.96,3.3232398
2.98,3.3303761
2.93,3.3170424
3.06,3.3316545
3.03,3.4904451
3.09,3.3684745
3.15,3.3554063
3.13,3.4030356
3.12,3.3723803
3.16,3.3672476
3.17,3.4582086
3.19,3.3464808
3.2,3.4278889
3.21,3.4693975
3.23,3.4198027
3.18,3.4706254
3.24,3.4939547
3.32,3.6081266
3.32,3.5784106
3.34,3.5110383
3.42,3.423224
3.4,3.29043
3.52,3.338148
3.49,3.358945
3.21,3.3791556
3.15,3.3790903
3.17,3.356936
3.15,3.4089637
3.18,3.3418574
3.15,3.386753
3.22,3.3340821
3.15,3.4535847
3.2,3.3668375
3.19,3.398087
3.24,3.399694
3.3,3.3871593
3.29,3.467113
3.33,3.4285402
3.35,3.4770703
3.4,3.4707594
3.42,3.4399333
3.46,3.4476352
3.4,3.4185991
