open,prediction
8.35,10.705404
8.43,10.979869
8.96,10.935978
8.95,10.999581
9.67,11.526685
9.69,12.253005
9.89,11.366689
10.03,10.820892
9.95,11.148149
10.15,11.171198
9.8,12.199185
9.83,10.666212
9.83,11.202793
9.89,11.557161
9.56,10.916903
9.65,10.94801
9.6,11.34609
9.4,11.440087
9.28,10.775597
9.35,11.015301
9.57,11.803832
9.52,11.508624
9.55,10.977613
9.6,10.896896
9.72,12.167647
9.67,11.229348
9.65,10.82954
9.67,12.058367
9.74,11.535592
9.7,11.136076
9.7,11.507224
9.69,11.623777
9.8,11.008248
9.98,11.299073
9.81,11.798963
9.62,11.282374
9.61,11.018485
9.46,10.541595
9.45,11.834678
9.61,11.189822
9.66,11.322608
9.73,11.415147
9.75,10.800466
9.58,10.76534
9.56,10.90435
9.38,10.811419
9.53,10.93978
9.44,11.187367
9.45,11.050397
9.19,10.743545
9.28,10.47316
9.25,10.865849
9.17,11.196084
9.19,10.667871
9.15,10.579097
9.06,10.604633
9.23,11.290268
9.27,11.146973
9.19,11.154189
9.34,11.045629
9.57,11.826515
9.64,10.513786
9.7,11.019834
9.85,11.36453
9.78,11.518575
9.95,10.536732
9.94,11.109202
9.91,10.752826
10.03,10.921829
10.0,10.931225
9.65,11.801523
9.47,10.9620075
9.42,10.50814
9.16,10.851218
9.08,10.81284
9.0,10.396687
8.8,10.880319
9.0,11.118457
8.86,10.892317
9.17,10.508217
9.15,10.593117
9.28,10.521927
9.38,11.091261
9.25,10.624075
9.31,10.969645
9.37,10.316678
9.21,10.546044
9.14,11.001915
9.32,10.941624
9.18,10.742964
9.33,10.771805
9.37,11.109923
9.36,11.389551
9.26,11.2226925
9.44,11.8186455
9.67,10.937212
9.76,11.115542
9.9,12.206652
9.93,12.4152775
9.91,12.499087
9.78,12.0808935
9.68,12.089499
10.06,11.848695
10.16,11.879789
9.99,12.690548
9.94,11.945614
10.01,12.769377
9.82,12.790438
10.04,12.466278
10.32,12.459572
10.35,12.516271
10.57,12.478214
10.56,12.830744
10.6,12.188661
10.07,11.925396
10.01,12.477053
10.14,12.557895
10.25,12.473743
10.33,12.220521
10.33,12.183575
10.5,12.822445
10.43,12.592614
10.23,13.294206
10.4,12.670865
10.68,12.842449
10.65,12.796813
10.8,13.548948
10.87,13.821753
10.84,12.858455
10.8,13.962438
11.15,13.6866
10.9,13.552268
11.16,13.259619
11.38,12.560451
10.86,13.132676
10.58,13.365226
10.82,12.895716
10.72,12.62845
10.68,12.56514
10.48,11.890694
10.46,12.413157
10.54,12.455924
10.74,13.485154
10.51,13.757838
10.66,12.371222
10.53,12.313971
10.7,12.5366955
11.01,12.415601
10.49,11.817934
10.36,11.924131
10.15,12.9975195
10.06,11.376374
10.01,11.2973795
10.07,11.596982
10.35,11.70483
10.12,11.613662
9.75,11.182564
9.61,11.488904
10.08,11.729376
10.31,11.733224
9.8,11.730266
9.87,11.642656
9.83,11.552844
9.45,12.092657
9.6,11.745039
9.7,12.134861
9.7,11.509636
9.62,10.966683
9.98,11.881929
10.03,11.313382
12.0,11.600175
10.0,11.052668
9.44,11.582166
10.0,10.577912
8.77,10.625929
9.0,10.066158
8.37,9.989693
8.4,9.879249
8.49,9.654893
8.33,9.895391
8.24,9.867432
8.29,10.042869
8.34,10.102715
8.28,9.657747
8.3,9.834719
8.28,9.858844
8.27,10.098607
8.27,10.006936
8.08,10.100688
8.13,9.665185
8.11,9.343133
8.1,9.413069
7.91,9.327213
7.9,9.165107
7.86,9.295737
7.7,9.298286
7.7,9.354888
7.92,9.158476
7.87,9.655705
7.78,9.662026
7.8,9.820012
8.02,9.825364
8.05,9.586329
8.02,9.636203
8.18,9.81799
8.12,9.498184
8.0,9.577828
8.08,9.957555
8.15,9.399355
8.17,9.252344
8.17,9.5979
8.1,9.978398
8.15,9.5591755
8.06,9.826487
8.17,9.966666
7.95,9.521335
8.1,10.127492
8.2,9.897055
8.33,10.122418
8.24,10.253841
8.36,9.996882
8.31,10.103612
8.59,10.972971
8.77,10.470325
8.74,11.0070715
9.0,10.676926
8.94,11.338623
9.14,10.83488
9.26,11.0095215
9.27,11.166016
9.16,10.644631
9.09,11.466758
9.06,11.293035
9.39,10.922209
9.5,10.596162
9.01,11.205015
9.35,11.270649
9.17,11.507741
9.38,11.752551
9.32,11.033496
9.44,11.963129
9.35,10.764016
9.46,10.37099
9.29,11.025612
9.28,10.75317
9.35,10.775374
9.33,11.160309
9.15,10.54783
9.11,10.566559
9.21,10.745375
9.16,10.175909
8.99,10.755751
8.91,10.910635
8.82,10.376368
9.05,10.932081
9.23,10.754072
9.2,10.408669
9.14,11.244535
9.25,11.02483
8.94,9.951912
8.87,10.417096
8.76,9.931829
8.93,10.4783325
8.78,10.357383
8.5,9.888712
7.95,10.039073
9.09,10.163129
9.58,10.148691
8.81,9.888046
8.75,10.375891
8.68,10.390635
8.7,10.334985
8.61,10.639264
8.76,10.661249
8.85,10.416942
8.91,10.1444235
8.93,9.95086
8.97,11.032144
9.01,10.147625
8.8,10.6955185
8.75,10.375647
8.69,9.786235
8.54,10.100927
8.76,10.5986805
8.71,10.120794
8.81,11.048855
8.8,10.002252
8.98,10.517877
8.87,10.302589
8.87,9.72589
8.58,10.355071
8.54,10.700545
8.72,10.100369
8.82,10.501187
8.85,10.065011
8.83,10.037935
8.81,10.405205
8.55,9.479235
8.56,9.350376
8.39,9.85961
8.2,9.260493
8.11,9.675776
7.77,9.778763
8.13,9.196303
8.01,9.86242
7.86,9.182824
7.7,9.168471
7.83,9.254232
7.94,9.574223
8.18,9.056707
7.99,9.689109
7.84,9.11575
8.05,9.152463
7.86,9.086296
7.84,9.270368
7.81,9.551663
7.78,9.585402
7.43,9.569142
7.5,9.690547
7.4,9.905753
8.05,10.298177
8.72,9.865632
9.1,10.187695
8.34,9.9767885
8.59,10.486341
8.54,10.228365
8.51,10.471618
8.83,10.629321
8.85,10.940014
9.0,11.87737
8.88,11.531583
9.37,10.869394
9.41,11.443596
9.89,11.353382
11.48,11.341262
9.58,12.033837
9.36,10.747469
9.31,11.202235
9.39,11.521288
9.15,10.778084
9.04,10.977272
9.19,10.85643
9.31,11.145054
9.11,10.948202
9.17,10.470732
8.97,10.587156
9.12,10.668827
8.75,10.020131
8.92,10.059257
8.87,10.55763
8.77,10.276087
8.82,11.236084
8.96,10.597847
9.14,10.919553
9.3,11.2557745
9.61,10.703521
9.62,9.931657
9.28,10.777642
8.88,10.602571
8.95,10.046365
9.1,10.093037
9.14,10.762272
8.94,9.717901
8.96,10.509506
8.95,10.276738
8.7,10.145861
8.74,10.185286
8.72,10.213375
8.8,9.913762
8.76,10.040464
8.89,10.150263
8.98,9.990222
8.9,10.423301
8.34,9.794612
8.21,10.124272
8.15,9.749715
8.29,10.236342
8.2,10.3668995
8.56,10.247144
8.68,10.331602
8.76,10.541557
8.9,10.742472
8.82,10.061714
8.86,10.267532
8.69,10.121519
8.94,10.329319
8.89,10.382297
8.84,10.288984
8.94,10.1588125
8.77,10.592125
8.83,10.276419
8.81,9.715883
8.86,10.449581
8.7,9.955087
8.62,10.118276
8.55,9.898785
8.59,10.169727
8.54,10.229544
8.21,10.381824
8.67,10.072555
8.75,10.337157
8.9,10.178558
8.63,9.992859
