open,prediction
8.68,9.574439
8.75,9.673698
8.76,9.677102
8.78,9.770563
8.9,10.033312
8.87,9.855654
9.12,9.900086
8.99,10.076434
9.1,9.812546
9.19,9.928947
9.27,9.856619
9.36,9.830743
9.26,9.866305
9.17,9.757376
9.19,9.653325
9.24,9.671159
9.33,9.724789
9.25,9.965844
9.14,9.745757
9.12,9.776482
9.23,9.809703
9.27,10.11606
9.16,9.991443
9.03,10.045037
9.26,10.107004
9.31,10.047934
9.27,10.402696
9.29,10.31335
9.23,10.315473
9.2,10.604733
9.38,10.483547
9.44,10.557712
9.49,9.957152
9.44,9.959019
9.44,9.621822
9.6,9.862263
9.73,9.611328
8.58,9.261749
8.59,9.177079
8.6,9.635066
8.88,9.391409
8.75,9.272584
8.56,9.377883
8.52,9.338026
8.46,9.17202
8.4,9.2305355
8.29,9.592817
8.37,9.515285
8.35,9.527383
8.45,9.488403
8.72,9.529579
8.72,9.396632
8.5,9.468608
8.53,9.395983
8.54,9.498207
8.51,9.684174
8.68,9.621725
8.68,9.483164
8.81,9.7325115
8.74,9.689309
8.96,9.580016
8.93,9.635616
8.92,9.911069
8.98,9.714949
8.96,9.772594
9.04,9.572855
8.9,9.859098
9.08,9.617031
8.93,9.031114
8.9,9.565484
9.0,9.588988
8.88,9.585382
8.96,9.424796
9.01,9.601047
8.72,9.688381
8.82,10.3337965
8.47,10.286498
8.86,10.189604
9.26,10.229643
9.68,10.223872
9.95,10.160789
9.94,10.214627
9.8,10.153591
9.75,10.088527
9.6,10.12166
9.55,10.203215
9.4,10.366639
9.31,10.143851
9.64,10.112119
9.5,10.160602
9.58,10.332978
9.78,10.153028
9.67,10.533943
9.58,10.273797
9.76,10.419047
9.75,10.287172
9.93,10.44096
9.97,10.315273
9.79,10.408813
9.91,10.538798
10.05,10.517302
9.9,10.611084
9.92,10.606081
9.89,10.596983
10.1,10.940918
9.92,11.055404
10.27,10.900316
10.05,11.166231
10.51,10.986248
10.6,11.139967
10.63,10.924175
10.83,10.764876
10.99,10.753309
10.43,10.907746
10.53,11.12191
10.23,11.292538
10.38,11.118781
10.68,11.515637
10.79,11.117098
11.21,11.541024
10.95,11.750772
10.95,11.29551
10.78,10.858709
11.21,10.735947
11.78,10.300543
11.5,10.082628
9.6,10.2945385
9.65,9.886892
9.6,10.280894
9.47,9.961745
9.52,10.010251
9.58,9.89902
9.4,10.108997
9.45,9.878583
9.44,9.535655
9.2,9.575748
9.12,9.570076
9.05,9.56998
8.78,9.497343
8.82,9.534855
8.76,9.496663
8.92,9.579944
8.79,9.473757
8.7,9.445964
8.67,9.652087
8.84,9.602252
8.96,9.32194
8.82,9.491806
8.76,9.544621
8.85,9.955311
8.83,9.831578
8.7,9.877085
8.73,9.618444
8.9,9.841353
9.07,9.95581
9.29,9.749894
8.89,10.009892
9.0,9.761677
9.23,9.749009
8.94,9.914973
8.92,10.089015
9.16,10.024753
9.1,10.219264
9.19,10.078675
9.5,10.448161
9.47,10.172703
9.7,10.354608
9.8,10.084561
9.51,10.143062
9.75,10.122273
10.04,10.211111
9.71,10.161776
9.59,10.0028305
9.6,10.242798
9.58,10.201106
9.7,9.710631
9.41,9.53245
9.35,9.50071
9.86,9.447224
8.84,9.751612
8.69,9.567932
8.67,9.453868
8.88,9.511411
8.89,9.484705
8.8,9.490401
8.66,9.479026
8.77,9.297963
8.72,9.362134
8.61,9.197783
8.73,9.161092
8.74,8.848802
8.4,8.933087
8.29,8.993709
8.17,9.15151
8.18,9.246611
7.99,9.506785
7.74,9.551339
8.15,9.547533
8.48,9.529492
8.67,9.554718
8.79,9.459403
8.74,9.619132
8.69,9.627099
8.71,9.385861
8.77,9.481136
8.9,9.244263
8.82,9.406821
8.63,9.400053
8.57,9.435805
8.43,9.4695835
8.3,9.600296
8.64,9.8230505
8.6,9.9561405
8.7,9.839063
9.05,10.241673
8.91,9.993421
8.91,9.998886
9.38,9.760675
9.2,10.190652
9.37,10.737055
9.25,11.169838
9.12,11.2271595
9.64,11.281345
10.04,11.205479
10.46,10.991682
10.93,10.981562
11.32,10.8933735
10.78,11.092327
10.8,10.9732065
10.36,11.003758
10.3,10.8575535
10.54,10.7414
10.65,10.0842705
10.45,10.51447
10.5,10.561433
10.11,10.48171
9.7,10.468057
9.75,10.889538
10.1,10.853609
9.88,10.779681
9.71,10.934336
10.07,9.9066725
10.0,11.032005
10.18,11.247172
10.29,11.0462265
10.13,10.652501
10.3,10.957445
10.56,10.5278
10.51,10.448037
10.25,10.51384
10.03,10.456994
10.42,10.20138
9.45,9.982599
9.63,9.894492
9.99,9.778602
9.87,9.82818
9.07,9.746824
9.06,9.379349
8.88,9.721633
8.91,9.759082
9.14,9.639886
9.05,9.580446
9.12,9.343859
8.95,9.443339
8.75,9.454734
8.43,9.553829
8.81,9.579098
8.8,9.884668
8.51,9.741901
8.76,9.957902
8.99,9.862356
9.09,9.977931
8.82,9.757132
9.24,9.911908
9.15,9.89635
9.18,9.953915
9.23,10.109964
9.29,10.030324
9.52,9.985946
9.41,9.955221
9.28,10.143375
9.21,10.210497
9.18,9.994559
9.26,10.314932
9.53,10.1412115
9.45,10.082569
9.36,10.177981
9.3,10.214613
9.55,10.434407
9.71,10.553071
9.69,10.516319
9.63,10.386465
9.72,10.996745
9.82,11.633156
10.16,10.915959
9.88,10.6956625
9.89,10.360709
11.0,10.326402
12.0,10.128381
9.84,9.543048
9.18,9.768077
9.43,9.691865
9.06,9.324707
8.94,9.184368
9.11,8.735678
9.35,8.904581
8.49,8.826456
7.79,8.751338
7.86,8.827899
7.82,8.76338
7.86,8.69584
7.7,8.641384
7.75,8.486684
7.63,8.511592
7.6,8.461492
7.55,8.480825
7.5,8.848648
7.23,9.072768
7.35,9.409432
7.15,9.3579035
7.55,9.466018
8.1,9.333376
8.45,9.70531
8.88,10.108447
9.15,10.315715
8.6,10.960619
8.54,11.144461
9.52,11.380293
10.5,11.325535
10.25,10.90193
10.43,10.881124
10.81,10.790253
11.0,10.667489
10.45,10.739283
9.8,10.786398
9.81,10.919762
10.1,10.477811
10.33,10.496822
9.95,10.124607
10.17,9.64668
10.2,9.713695
9.31,9.75961
9.28,9.518377
8.9,9.701434
8.95,9.715443
8.69,10.063538
8.76,9.772929
8.67,9.845653
8.94,9.978238
9.19,10.124749
9.15,10.185384
8.94,10.056891
9.14,10.335519
9.5,10.4579115
9.56,10.161673
9.73,10.388249
9.8,10.30649
9.55,10.364287
9.4,10.318516
9.35,10.419904
9.46,10.325642
9.76,10.402911
9.59,10.347269
9.69,10.372966
9.64,10.04159
9.56,10.299679
9.78,10.109449
9.47,10.481894
9.57,10.225547
9.55,10.1321335
9.75,9.945927
9.75,9.67964
9.74,9.829443
9.55,10.434197
9.38,10.416131
8.8,10.763204
8.64,11.157744
9.22,10.894445
10.62,11.552511
10.65,11.391992
10.7,11.777475
11.23,12.340267
11.22,11.829097
11.36,11.891356
11.35,11.65208
11.63,12.364835
11.86,11.815665
11.59,12.2655735
11.56,12.086538
11.51,12.594363
11.81,12.075575
11.58,12.168109
11.9,12.074078
11.77,11.773505
12.02,12.039918
11.78,12.491447
11.59,12.327359
11.57,12.675343
11.36,12.629155
12.23,13.061012
12.34,13.208923
12.3,13.209317
12.18,13.2939415
12.62,13.099072
13.06,13.089003
12.75,12.880162
13.04,12.670306
12.3,12.643789
12.18,13.109968
12.18,13.306329
12.26,13.276705
12.28,13.199724
12.69,12.988269
13.01,13.101665
13.28,12.469206
13.1,12.256785
12.48,12.468774
12.6,12.514617
11.76,12.897805
11.95,12.406396
12.22,11.796892
12.13,11.1502905
12.18,11.116751
12.4,10.94106
10.9,10.350589
10.36,10.877919
10.05,10.615168
10.39,10.80502
10.43,10.586315
10.55,10.6340685
10.35,10.6788435
10.36,10.595646
10.38,10.704228
10.17,10.658039
10.42,10.88717
10.36,11.0972395
10.29,11.407231
10.75,11.83671
10.49,11.88007
10.44,12.198567
11.37,12.211433
11.78,12.375222
11.9,12.180082
11.42,11.849669
11.88,12.061027
11.97,12.130453
12.27,12.491022
11.65,13.009038
11.3,13.449333
11.66,14.958773
11.68,14.813224
13.0,15.53992
13.94,15.206437
14.14,15.658554
15.0,16.048449
14.3,16.84045
14.9,16.823418
13.92,17.026142
16.09,17.494286
17.36,17.201426
17.65,17.073626
16.4,16.924772
16.6,17.020763
17.28,16.838882
16.15,16.785263
16.6,16.09506
16.51,15.317081
16.8,15.194559
16.3,14.663694
15.37,14.644123
13.62,14.72524
14.3,15.36886
13.66,15.109438
12.5,15.018026
14.35,14.861277
14.66,14.611793
14.84,14.708889
13.49,14.362668
13.75,14.711274
13.32,14.641076
13.47,14.749599
13.69,14.660235
13.16,14.724001
13.78,14.329148
13.13,14.361545
13.41,14.420022
13.51,13.919406
13.59,13.255586
13.74,12.787395
12.98,12.0305195
12.7,11.947155
12.5,11.937533
11.17,11.875589
11.46,11.568929
11.13,11.413258
11.54,11.889395
11.3,12.396643
11.09,12.724291
10.89,13.290393
11.19,13.460992
12.1,13.449079
12.35,13.708696
12.85,13.00591
12.77,13.266839
12.96,12.772683
12.45,12.845023
13.02,12.731296
12.23,12.6494055
12.0,12.229013
12.48,11.881223
11.97,11.814034
12.34,11.358902
11.54,11.117587
11.48,11.206005
11.52,11.152927
10.88,11.045507
10.51,11.297353
10.49,11.238808
11.29,11.106752
10.99,11.0426235
10.9,11.276003
10.9,11.001217
10.81,10.873517
10.7,10.807158
10.74,10.770099
10.78,11.080041
10.38,11.089934
10.35,11.311987
10.29,11.273951
10.69,11.557134
11.06,11.907864
11.12,11.385501
11.3,11.495034
11.1,11.423173
11.08,11.493116
11.13,11.890335
10.9,11.754545
11.27,11.229202
10.99,10.892516
11.41,10.350129
11.99,9.790115
10.53,9.750775
9.99,9.522802
9.35,9.595555
9.43,9.683553
8.98,9.708503
8.91,10.036836
9.08,10.2861595
9.27,10.477877
9.22,10.193357
9.52,10.160784
10.24,9.927386
9.9,9.793092
9.61,9.577347
9.74,9.579009
9.59,9.444982
9.33,9.647057
8.89,9.550832
9.07,9.499364
9.07,9.503903
8.84,9.749918
8.93,9.615894
8.8,9.700206
8.79,9.637138
8.92,9.8777485
9.1,9.721336
9.26,9.863927
9.37,10.258064
9.25,9.862834
9.22,10.093776
9.26,9.994711
9.46,9.957632
9.85,9.514864
9.87,9.419242
9.71,9.357317
9.54,9.298854
8.99,9.422302
8.67,9.325326
8.57,9.34123
8.42,9.33681
8.65,9.768246
8.61,9.4753475
8.57,9.571473
8.56,9.820361
8.8,9.718822
