open,prediction
3.11,4.819941
3.08,4.887584
3.13,4.949206
3.07,4.9800954
3.17,5.056168
3.17,5.1282587
3.23,5.1618295
3.25,5.2623677
3.25,5.3212895
3.28,5.2850537
3.28,5.2752213
3.25,5.263925
3.17,5.268082
3.19,5.1589584
3.05,5.130175
3.1,5.081432
3.06,5.0352254
3.06,4.995106
2.94,5.018608
2.9,4.9428782
2.9,4.757447
2.87,4.7354345
2.79,4.7170095
2.79,4.742742
2.85,4.6801815
2.64,4.608648
2.64,4.619762
2.65,4.696338
2.6,4.74896
2.59,4.8185215
2.59,4.811727
2.65,4.8996544
2.68,4.976215
2.67,4.992233
2.68,4.936007
2.74,4.8704877
2.78,4.838177
2.72,4.8338537
2.8,4.8569007
2.8,4.830237
2.78,4.866368
2.85,4.8751006
2.84,4.9756675
2.85,4.9756036
2.88,4.97708
2.82,5.0382733
2.77,5.0673604
2.76,5.1464925
2.81,5.280515
2.82,5.276509
2.82,5.2217965
2.8,5.2282777
2.88,5.228391
2.93,5.2751126
2.66,5.224747
2.63,5.285379
2.69,5.3352013
2.71,5.3124185
2.73,5.233579
2.74,5.2127175
2.76,5.274511
2.77,5.276213
2.81,5.3001747
2.81,5.3725705
2.8,5.442351
2.9,5.4184723
2.9,5.3645244
2.92,5.2711616
2.92,5.235801
2.98,5.2181025
3.0,5.1290674
3.04,5.067726
3.08,5.0919766
3.07,5.040365
2.96,5.0156627
2.98,5.031486
2.93,5.0482078
3.06,5.09967
3.03,5.1920843
3.09,5.2103953
3.15,5.2725263
3.13,5.44282
3.12,5.529762
3.16,5.543116
3.17,5.6018453
3.19,5.669302
3.2,5.5873995
3.21,5.556883
3.23,5.58746
3.18,5.59075
3.24,5.6628556
3.32,5.7714267
3.32,5.837134
3.34,5.768599
3.42,5.773558
3.4,5.7398553
3.52,5.6917057
3.49,5.640883
3.21,5.6168933
3.15,5.5741525
3.17,5.533302
3.15,5.519628
3.18,5.4899173
3.15,5.5214314
3.22,5.563539
3.15,5.628304
3.2,5.6735873
3.19,5.799959
3.24,5.8842177
3.3,5.936582
3.29,6.0152197
3.33,6.0894165
3.35,6.097383
3.4,6.1470447
3.42,6.20076
3.46,6.2375007
3.4,6.196813
3.46,6.215656
3.42,6.1799316
3.38,6.0801625
3.38,6.032721
3.36,6.047202
3.32,6.055857
3.3,6.0561366
3.43,6.097075
3.4,6.0647864
3.45,6.025022
3.43,5.9938912
3.4,5.9568543
3.31,5.9765677
3.18,5.9221077
3.16,5.8457556
3.16,5.8510356
3.19,5.801353
3.21,5.737368
3.18,5.6692367
3.22,5.62833
3.19,5.6070323
3.15,5.6407094
3.17,5.6418576
3.05,5.672453
3.1,5.6775823
3.08,5.7307067
3.1,5.761618
3.14,5.7117624
3.16,5.6717415
3.26,5.664829
3.23,5.6509867
3.25,5.601106
3.25,5.5429916
3.24,5.579102
3.14,5.670796
3.06,5.6854773
3.06,5.699714
3.09,5.67226
3.11,5.623713
3.12,5.5433545
3.09,5.508746
3.15,5.4606733
3.12,5.470409
3.07,5.512217
3.15,5.579601
3.16,5.591192
3.24,5.590132
3.23,5.552854
3.18,5.512761
3.25,5.4622416
3.29,5.4000664
3.28,5.3766794
3.3,5.419975
3.33,5.44644
3.28,5.4074
3.28,5.410802
3.28,5.4510865
3.32,5.480147
3.24,5.4758883
3.2,5.4851236
3.24,5.572581
3.22,5.6025023
3.28,5.572544
3.32,5.5528255
3.36,5.5359154
3.47,5.559731
3.47,5.593018
3.49,5.623357
3.36,5.578344
3.33,5.5588193
3.36,5.594053
3.37,5.5986915
3.44,5.617115
3.43,5.652287
3.36,5.640858
3.38,5.669646
3.42,5.6889825
3.45,5.6953483
3.43,5.6919127
3.42,5.7355013
3.45,5.760905
3.4,5.7953725
3.46,5.8256316
3.47,5.904097
3.55,5.9180408
3.39,5.9022565
3.51,5.895757
3.57,5.908301
3.58,5.8999763
3.45,5.891298
3.2,5.886317
3.16,5.832021
3.1,5.7825427
3.06,5.7817054
3.12,5.727978
3.14,5.6838174
3.23,5.8005233
3.27,5.8512077
3.14,5.831512
3.2,5.866692
3.33,5.9161305
3.37,5.915017
3.4,5.8565288
3.39,5.8492846
3.39,5.857593
3.47,5.839893
3.54,5.865269
3.54,5.9259834
3.4,5.9211736
3.41,5.916969
3.48,5.938602
3.53,5.964262
3.53,6.028689
3.53,6.0580325
3.45,6.096128
3.57,6.1084967
3.65,6.191384
3.72,6.268681
3.67,6.3354664
3.71,6.3470826
3.68,6.360683
3.86,6.3616934
3.74,6.3491454
3.84,6.354623
3.78,6.3783956
3.8,6.33411
3.87,6.3423133
3.89,6.3602204
3.83,6.33121
3.75,6.247269
3.68,6.1654205
3.69,6.143557
3.74,6.1241837
3.77,6.1436133
3.64,6.122577
3.63,6.105164
3.72,6.178862
3.82,6.214745
3.8,6.2534924
3.82,6.2422214
3.93,6.1755433
3.9,6.09088
3.74,5.9951024
3.73,5.880202
3.67,5.8445716
3.54,5.807667
3.47,5.7665777
3.49,5.7935967
3.36,5.846502
3.45,5.8366804
3.5,5.8529363
3.5,5.8124485
3.55,5.7968125
3.62,5.765276
3.4,5.685708
3.43,5.5840526
3.34,5.5586576
3.31,5.514912
3.07,5.4859166
3.12,5.468044
3.11,5.5021772
3.19,5.5551295
3.1,5.5788207
3.12,5.57719
3.1,5.5825934
3.07,5.584549
3.17,5.634923
3.18,5.6564016
3.12,5.7058434
3.19,5.742128
3.17,5.825191
3.27,5.8541093
3.17,5.9009786
3.28,5.9052835
3.25,5.966023
3.34,5.9627266
3.4,5.971923
3.42,5.988596
3.4,6.012934
3.56,6.005383
3.44,6.0021625
3.44,6.004536
3.45,6.015418
3.4,5.9974465
3.46,5.9852138
3.41,5.9532876
3.54,5.952852
3.58,5.8726335
3.58,5.765042
3.48,5.64839
3.37,5.5540566
3.6,5.4906335
3.17,5.4593396
3.02,5.406737
2.93,5.371448
2.96,5.377984
2.92,5.38489
2.96,5.373335
2.99,5.3820853
3.01,5.4670587
2.94,5.526239
2.97,5.6262054
2.98,5.729364
3.07,5.7970243
3.26,5.818932
3.28,5.860175
3.45,5.8390403
3.48,5.8945384
3.42,5.872119
3.38,5.884238
3.46,5.9240303
3.45,5.9803967
3.53,5.991198
3.41,5.982575
3.55,5.9861565
3.48,5.993955
3.6,5.991051
3.54,5.9771476
3.38,5.9758897
3.45,6.0143795
3.48,6.041204
3.52,6.052692
3.5,6.065393
3.61,6.1047964
3.73,6.163241
3.77,6.1974854
3.89,6.25782
3.89,6.270248
3.8,6.2440667
3.91,6.2170873
3.69,6.1854196
3.87,6.1455855
3.75,6.132393
3.71,6.124079
3.71,6.11009
3.7,6.114471
3.8,6.078906
3.73,6.0580926
3.77,6.031895
3.78,5.9801774
3.8,5.919907
3.62,5.8443027
3.65,5.8079877
3.74,5.795893
3.49,5.7585616
3.52,5.7298894
3.58,5.7310925
3.47,5.7017694
3.4,5.630627
3.47,5.5700383
3.46,5.542149
3.49,5.4884095
3.5,5.460535
3.6,5.3880033
3.62,5.3477693
3.69,5.424935
3.7,5.4888005
3.55,5.521953
3.42,5.623912
3.58,5.739264
3.56,5.8813367
3.56,5.9267387
3.97,5.98541
4.23,6.0689816
4.16,6.0991626
4.07,6.0932775
4.14,6.0834517
4.12,6.039294
4.27,6.020737
4.33,6.027121
4.29,5.976912
4.12,5.886418
4.08,5.824745
4.13,5.7619925
4.15,5.738296
4.18,5.7770925
4.14,5.7781734
4.05,5.808017
4.11,5.8594794
4.13,5.928243
4.1,6.007852
4.13,6.006783
4.3,6.0601444
4.43,6.157827
4.38,6.242202
4.5,6.2192073
4.48,6.1688094
4.65,6.0956826
4.79,6.0122676
4.73,5.9490805
4.58,5.8759093
4.37,5.7769227
4.1,5.703989
4.05,5.6459346
4.03,5.671475
4.02,5.6837363
4.08,5.7115827
4.1,5.763251
4.07,5.8220944
4.09,5.8798175
4.1,5.9413776
4.12,5.9173646
4.18,5.974441
4.16,5.977417
4.17,5.9268136
4.32,5.949057
4.08,5.9601197
4.13,5.9370456
4.23,5.95664
4.27,6.0644274
4.38,6.1543984
4.01,6.0340304
4.04,6.0240016
4.1,6.0829453
4.05,6.037666
4.09,5.9928136
4.08,5.961141
4.19,5.9523787
4.16,5.939748
4.06,5.953471
4.14,5.913795
4.22,5.915774
4.35,5.983579
4.27,5.973804
4.34,5.9223
4.26,5.9392414
4.21,5.9548097
4.06,5.9514375
4.1,5.913231
4.02,5.920007
4.05,5.9248843
4.06,5.9572983
4.05,6.0104804
3.92,5.9958453
4.03,5.9929347
4.13,6.0500083
4.17,6.1009264
4.14,6.162025
4.03,6.2128415
4.2,6.242619
4.23,6.3376
4.46,6.441693
4.6,6.519125
4.63,6.6128607
4.65,6.6802545
4.78,6.7447734
4.8,6.7047486
4.8,6.6143446
5.03,6.5782847
5.05,6.5499706
5.08,6.4591403
4.8,6.3801336
4.64,6.3357673
4.71,6.3327346
4.75,6.421884
4.6,6.388344
4.52,6.2847495
4.74,6.1778693
4.84,6.083565
4.95,5.9931207
4.73,5.9080853
4.56,5.789992
4.43,5.721908
4.5,5.7061715
4.6,5.609019
4.65,5.544559
4.53,5.4705405
4.58,5.361932
4.72,5.330131
4.48,5.3102813
4.5,5.2458606
4.55,5.415952
4.63,5.5612655
4.59,5.579064
4.54,5.5944066
4.63,5.7116246
4.8,5.8812346
4.62,5.8934255
4.53,5.8814807
4.62,5.85924
4.75,5.949162
4.78,5.929408
4.66,5.902396
4.79,5.809666
4.75,5.695518
4.86,5.5992727
4.64,5.54372
4.33,5.4295382
4.09,5.3153234
4.4,5.2799525
4.15,5.2921195
4.11,5.189382
4.0,5.0955396
3.87,4.9762793
3.61,4.8583083
3.56,4.768084
3.54,4.6868663
3.34,4.664564
3.3,4.666994
3.33,4.6293287
3.33,4.6904707
3.42,4.7173524
3.24,4.711863
3.29,4.6761227
3.26,4.6497455
3.24,4.590648
3.28,4.5279603
3.24,4.500349
3.29,4.4692316
3.34,4.5062766
3.21,4.5720053
3.23,4.5918493
3.2,4.662691
3.3,4.6685944
3.32,4.6586804
3.43,4.7032003
3.41,4.7474456
3.28,4.7488317
3.2,4.7636285
3.22,4.74939
3.31,4.7554383
3.3,4.7260876
3.38,4.6587825
3.41,4.7263417
3.2,4.7630997
3.23,4.775188
3.35,4.8669047
3.17,4.9430346
3.51,5.026896
3.52,5.1046433
3.52,5.1161256
3.59,5.0625396
3.68,5.016994
3.62,5.0125356
3.68,5.01348
3.8,5.0668187
3.61,5.0774884
3.52,5.085469
3.89,5.1584105
3.79,5.1681504
3.82,5.148147
3.86,5.083593
3.91,5.08913
3.88,5.091697
3.65,5.074453
3.77,5.0075946
3.81,4.982877
3.84,5.001624
3.93,5.0118475
3.75,5.0360217
3.77,5.0604897
3.78,5.0632043
3.8,5.1100535
3.81,5.028563
3.85,4.97452
3.86,4.9768963
3.64,4.942709
3.69,4.8975635
3.71,5.018186
3.71,5.2691617
3.76,5.512262
3.55,5.7095647
3.35,5.841679
3.8,5.935015
4.36,5.965384
4.29,5.910262
4.25,5.8848367
4.2,5.872151
4.13,5.8371463
3.79,5.8309712
3.9,5.8112283
3.94,5.77919
3.88,5.748136
3.73,5.7604976
3.72,5.7350836
3.76,5.7161565
3.73,5.7458034
3.77,5.728457
3.89,5.7176294
3.9,5.727448
3.85,5.71184
3.9,5.71347
3.68,5.674291
3.81,5.664991
3.85,5.6627736
3.72,5.6278386
4.02,5.5974793
3.79,5.538482
3.9,5.4453416
3.91,5.434489
3.65,5.4073935
3.48,5.3473105
3.41,5.355794
3.38,5.348006
3.44,5.305493
3.64,5.3509455
3.52,5.314877
3.6,5.32422
3.69,5.3363156
3.27,5.30388
3.44,5.315394
3.53,5.373569
3.46,5.400188
3.37,5.387418
3.5,5.3190036
3.68,5.2763414
3.47,5.1848683
3.5,5.0966296
3.45,5.002273
3.13,4.958645
3.04,4.9292912
3.09,4.971079
3.13,5.041875
3.05,5.0719514
3.2,5.0845385
3.24,5.0672154
3.44,4.9947324
3.56,4.9461145
3.44,4.8337426
3.43,4.7003565
3.23,4.5727463
2.99,4.4381776
3.02,4.355105
2.85,4.3155456
2.62,4.2660985
2.53,4.2553515
2.56,4.244765
2.57,4.234399
2.62,4.170105
2.57,4.1752744
2.56,4.1244445
2.58,4.087793
2.62,4.0822043
2.55,4.0988555
2.64,4.089648
2.58,4.0923605
2.62,4.1168256
2.64,4.141232
2.69,4.172325
2.62,4.1737494
2.52,4.1672635
2.55,4.175957
2.53,4.189678
2.57,4.174896
2.55,4.19094
2.55,4.1615076
2.62,4.168428
2.64,4.193613
2.7,4.188576
2.75,4.163117
2.6,4.1179204
2.6,4.0403666
2.6,3.9974988
2.49,3.9324076
2.42,3.8563304
2.32,3.798765
2.29,3.7577076
2.29,3.7161417
2.28,3.6699135
2.29,3.644069
2.23,3.6008625
2.24,3.5715003
2.2,3.5570953
2.18,3.5482762
2.23,3.5421145
2.23,3.5752513
2.28,3.618522
2.32,3.6395695
2.33,3.6611326
2.35,3.7024326
2.38,3.7217772
2.4,3.7052016
2.37,3.6981025
2.39,3.713267
2.38,3.684155
2.43,3.6538036
2.47,3.662483
2.47,3.6658509
2.41,3.722786
2.39,3.7375853
2.38,3.7710807
2.38,3.7730176
2.41,3.790844
2.64,3.8220003
2.41,3.8150187
2.41,3.7910395
2.43,3.7974591
2.47,3.7885814
2.45,3.7600684
2.46,3.7402809
2.47,3.733218
2.48,3.7389338
2.44,3.7404869
2.47,3.7547777
2.63,3.778147
2.68,3.8480647
2.58,3.8702807
2.52,3.896607
2.49,3.9409068
2.5,3.934528
2.52,3.9657552
2.52,4.025395
2.52,4.0110745
2.53,3.9665315
2.57,3.9901602
2.6,4.005612
2.64,4.044067
2.63,4.0809717
2.63,4.1066165
2.66,4.113624
2.7,4.1199493
2.7,4.1161942
2.69,4.1143126
2.7,4.1262536
2.65,4.1557593
2.64,4.2096486
2.7,4.2205987
2.73,4.228662
2.8,4.219774
2.78,4.2361145
2.81,4.2430167
2.78,4.216786
2.72,4.180838
2.69,4.1923513
2.79,4.273688
2.74,4.2897167
2.68,4.2604723
2.66,4.218768
2.76,4.1897416
2.93,4.1954665
2.76,4.1774607
2.65,4.1662188
2.55,4.1611843
2.59,4.164762
2.69,4.0853744
2.68,4.0404177
2.83,3.9883707
2.67,3.9225793
2.67,3.8356068
2.41,3.7698045
2.37,3.7365453
2.45,3.7442853
2.27,3.728274
2.28,3.7185142
2.28,3.713104
2.32,3.7423925
2.32,3.7634335
2.27,3.7667212
2.26,3.7149217
2.27,3.6894593
2.36,3.6590438
2.26,3.6590998
2.31,3.6993825
2.24,3.7491531
2.14,3.7987082
2.14,3.8659375
2.12,3.9317253
2.21,3.9851072
2.27,4.0108128
2.23,3.8952928
2.3,3.7380173
2.6,3.6833463
2.64,3.6085935
2.22,3.4510648
1.99,3.3365886
1.96,3.2751305
1.91,3.246724
1.93,3.2499306
1.92,3.217862
1.9,3.1771724
1.89,3.216611
1.93,3.250156
1.93,3.2863104
1.97,3.37136
2.01,3.4104946
2.0,3.4375036
2.03,3.4698849
2.04,3.5005505
2.02,3.5372686
2.04,3.572027
2.08,3.56238
2.05,3.5337505
2.08,3.5434947
2.03,3.5684469
2.01,3.5636933
2.04,3.5650322
2.08,3.5878966
2.1,3.6094034
2.14,3.6093743
2.15,3.5986817
2.17,3.626425
2.14,3.6472766
2.14,3.6399903
2.16,3.6393437
2.16,3.6490033
2.17,3.622054
2.16,3.5859563
2.17,3.546564
2.22,3.493266
2.23,3.417518
2.17,3.355281
2.16,3.3314924
2.15,3.329416
2.12,3.2960644
2.13,3.264506
2.18,3.29682
2.2,3.3256156
2.2,3.349169
2.22,3.3929856
2.21,3.4207282
2.2,3.4472694
2.2,3.4692996
2.24,3.4819117
2.27,3.4941995
2.31,3.490914
2.35,3.50087
2.38,3.519341
2.3,3.513294
2.42,3.5216053
2.46,3.512891
2.43,3.5211275
2.55,3.5268364
2.45,3.5571363
2.44,3.561763
2.34,3.5461724
2.36,3.5792308
2.29,3.5978065
2.36,3.5996377
2.44,3.5970855
2.38,3.590173
2.44,3.580076
2.35,3.5540063
2.39,3.536616
2.38,3.510083
2.42,3.4877403
2.38,3.4905066
2.31,3.4380665
2.3,3.3888528
2.33,3.3804562
2.31,3.328072
2.36,3.3051112
2.37,3.3306386
2.16,3.3696687
2.15,3.4284043
2.11,3.5097702
2.05,3.5639436
2.28,3.6658282
2.65,3.768512
2.66,3.8516014
2.69,3.8968177
2.67,3.890477
2.71,3.8625605
2.72,3.874017
2.76,3.869257
2.79,3.880045
2.79,3.8836257
2.81,3.8711565
2.8,3.8701842
2.84,3.8640172
2.79,3.837629
2.78,3.8285372
2.81,3.8299258
2.74,3.824723
2.73,3.818806
2.73,3.8286698
2.74,3.8720741
2.75,3.9111514
2.75,3.921581
2.73,3.9370344
2.81,3.9446604
2.99,3.9499562
2.99,3.935561
2.93,3.8656712
2.96,3.838001
2.95,3.8028967
2.88,3.7382278
2.81,3.7128901
2.79,3.6780317
2.82,3.6583793
2.75,3.6207557
2.73,3.553037
2.76,3.5033295
2.7,3.4672315
2.64,3.41179
2.63,3.3973753
2.62,3.4435484
2.63,3.485
2.68,3.4785058
2.67,3.4722106
2.71,3.4252055
2.71,3.4008014
2.71,3.3667634
2.74,3.3253796
2.73,3.3704987
2.71,3.4305885
2.75,3.4422565
2.82,3.4891903
2.75,3.537383
2.71,3.558872
2.79,3.58781
2.82,3.6100366
2.85,3.6516082
2.86,3.6880975
2.81,3.693807
2.81,3.7072074
2.83,3.7498784
2.91,3.7697327
2.92,3.794721
2.95,3.8341537
2.9,3.9257517
2.94,3.898077
2.96,3.8990488
3.05,3.905359
3.05,3.854951
3.13,3.778521
2.84,3.6921098
3.0,3.634611
3.05,3.6042106
2.75,3.5361834
2.72,3.485748
2.66,3.479747
2.67,3.489444
2.65,3.5486429
2.67,3.5730684
2.66,3.6098998
2.69,3.6734931
2.7,3.6752307
2.76,3.6406212
2.79,3.6770372
2.8,3.7328062
2.77,3.764689
2.74,3.783466
2.73,3.821312
2.84,3.8831205
2.87,3.9103112
2.88,3.8946247
2.89,3.8603137
2.88,3.8431342
2.9,3.8505301
2.86,3.8717124
2.84,3.8682148
2.8,3.870982
2.81,3.858961
2.8,3.875687
2.81,3.8556826
2.79,3.8678
2.78,3.9227533
2.71,3.9299245
2.7,3.9110413
2.68,3.8903625
2.69,3.894057
2.66,3.9328103
2.69,3.9237683
2.66,3.94933
2.61,3.9970968
2.6,4.039399
2.66,4.086986
2.65,4.106072
2.67,4.1250606
2.73,4.091854
2.73,4.0932717
2.78,4.10654
2.77,4.1457634
2.86,4.1374917
2.84,4.160707
2.85,4.1848683
2.75,4.172218
2.75,4.11202
2.83,4.150004
2.84,4.2101755
2.86,4.257134
2.88,4.325191
2.87,4.3684196
2.97,4.3883686
2.99,4.387865
2.99,4.3754582
3.06,4.4187922
2.98,4.4642324
2.98,4.492984
3.02,4.5644593
3.03,4.6350093
3.06,4.622173
3.08,4.640563
3.06,4.6669116
3.03,4.639865
3.04,4.6941457
3.08,4.7608514
3.11,4.7647977
3.11,4.8016973
3.12,4.831175
3.13,4.806813
3.15,4.7749205
3.19,4.7324634
3.19,4.6833806
3.16,4.653774
3.16,4.6881366
3.19,4.6566186
3.13,4.6403117
3.18,4.6359954
3.23,4.642548
3.24,4.6362114
3.25,4.6416526
3.19,4.660707
3.2,4.7424483
3.29,4.7575393
3.33,4.7753015
3.36,4.772803
3.33,4.750219
3.38,4.760218
3.39,4.762346
3.41,4.7576056
3.45,4.813095
3.4,4.8263946
3.37,4.7814403
3.48,4.7718163
3.55,4.8065944
3.54,4.820791
3.5,4.827933
3.55,4.8148556
3.58,4.8245416
3.54,4.838876
3.59,4.850842
3.6,4.8579636
3.56,4.813294
3.59,4.743565
3.74,4.7051086
3.65,4.62865
3.37,4.57731
3.37,4.5293555
3.36,4.5302196
3.45,4.5793033
3.36,4.6088815
3.37,4.6309032
3.45,4.6141067
3.48,4.624191
3.49,4.6496615
3.46,4.6482425
3.47,4.6290965
3.43,4.6415663
3.47,4.6329694
3.5,4.6441026
3.58,4.665151
3.46,4.682785
3.45,4.65579
3.58,4.6921086
3.6,4.7279654
